canton,source,url,title,type,depth,parent_url
ZH,zh_social_services,https://www.svazurich.ch/,Startseite,page,0,
ZH,zh_social_services,https://www.svazurich.ch/administration/kontakt.html,Kontakt,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/suche/suche-nach-stichwort.html,Suche nach Stichwort,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/ahv.html,AHV,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/ahv/beitraege.html,AHV-Beiträge,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/ahv/beitraege/beitragspflicht.html,AHV-Beitragspflicht: Arbeitgeber,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/ahv/beitraege/ahv-konto.html,AHV-Konto: Individuelles Konto,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/ahv/beitraege/internationales.html,Internationales: Arbeitnehmende im Ausland,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/ahv/beitraege/schwarzarbeit-bekaempfen.html,Schwarzarbeit bekämpfen,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/ahv/leistungen.html,AHV-Leistungen,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/ahv/leistungen/altersrente.html,Altersrente: Sinn und Zweck,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/ahv/leistungen/hinterlassenenrente.html,Hinterlassenenrente,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/ahv/leistungen/hilflosenentschaedigung-ahv.html,Hilflosenentschädigung AHV,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/ahv/leistungen/hilfsmittel-ahv.html,Hilfsmittel AHV,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/ahv/leistungen/auszahlungstermine.html,Auszahlungstermine für AHV- und IV-Renten,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/ahv/leistungen/13-altersrente.html,13. Altersrente,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/iv.html,IV,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/iv/berufliche-eingliederung.html,Prävention und berufliche Eingliederung,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/iv/berufliche-eingliederung/leistungen-fuer-erwachsene.html,IV-Leistungen für Erwachsene: Arbeitsplatzerhalt,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/iv/berufliche-eingliederung/iv-leistungen-fuer-jugendliche.html,IV-Berufsberatung,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/iv/berufliche-eingliederung/leistungen-fuer-arbeitgebende.html,IV-Leistungen für Arbeitgebende,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/iv/unterstuetzung-im-alltag.html,Unterstützung im Alltag,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/iv/unterstuetzung-im-alltag/hilfsmittel-iv.html,Hilfsmittel IV,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/iv/unterstuetzung-im-alltag/hilflosenentschaedigung.html,Hilflosenentschädigung IV,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/iv/unterstuetzung-im-alltag/assistenzbeitrag-iv.html,Assistenzbeitrag IV,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/content/dam/sva-dokumente/2000_ak/2800_vb/2800_vb1_monatslohnabrechnung_assistenzbeitrag_ab2021.pdf,Lohn­abrechnung,pdf,2,https://www.svazurich.ch/unsere-produkte/iv/unterstuetzung-im-alltag/assistenzbeitrag-iv.html
ZH,zh_social_services,https://www.svazurich.ch/content/dam/sva-dokumente/1000_iv/1400_he/1400_ivl8_merkblatt_assistenzbeitrag.pdf,Hinweise zur Abrechnung von Assistenzbeiträgen,pdf,2,https://www.svazurich.ch/unsere-produkte/iv/unterstuetzung-im-alltag/assistenzbeitrag-iv.html
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/iv/unterstuetzung-im-alltag/iv-rente.html,IV-Rente,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/iv/unterstuetzung-im-alltag/auszahlungstermine-ahv--und-iv-renten.html,Auszahlungstermine für AHV- und IV-Renten,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/iv/unterstuetzung-im-alltag/medizinische-massnahmen.html,Medizinische Massnahmen,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/iv/unterstuetzung-im-alltag/medizinische-fallfuehrung.html,Medizinische Fallführung,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/weitere-produkte.html,Weitere Produkte,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/weitere-produkte/krankenversicherung--kvg-.html,Krankenversicherung (KVG),page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/weitere-produkte/krankenversicherung--kvg-/praemienverbilligung.html,Prämienverbilligung: Sinn und Zweck,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/weitere-produkte/krankenversicherung--kvg-/krankenversicherungspflicht0.html,Krankenversicherungspflicht: Wer kann sich befreien lassen?,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/content/dam/sva-dokumente/4000_ipv/4100_kvg/4100_vl3_kvg_bestaetigung_des_auslaendischen_versicherers_formular_a.pdf,Bestätigungsformular A,pdf,2,https://www.svazurich.ch/unsere-produkte/weitere-produkte/krankenversicherung--kvg-/krankenversicherungspflicht0.html
ZH,zh_social_services,https://www.svazurich.ch/content/dam/sva-dokumente/4000_ipv/4100_kvg/4100_vl3_kvg_bestaetigung_des_arbeitgebers_formular_c.pdf,Bestätigungsformular  C,pdf,2,https://www.svazurich.ch/unsere-produkte/weitere-produkte/krankenversicherung--kvg-/krankenversicherungspflicht0.html
ZH,zh_social_services,https://www.svazurich.ch/content/dam/sva-dokumente/4000_ipv/4100_kvg/4100_vl3_kvg_merkblatt_grenzgaenger_innen.pdf,Merkblatt: Information für Grenzgängerinnen und Grenzgänger,pdf,2,https://www.svazurich.ch/unsere-produkte/weitere-produkte/krankenversicherung--kvg-/krankenversicherungspflicht0.html
ZH,zh_social_services,https://www.svazurich.ch/content/dam/sva-dokumente/4000_ipv/4100_kvg/4100_vl3_kvg_formulaire_dechoix_du_syst%C3%A8me_dassurance-maladie.pdf,Choix du système d'assurances-maladie applicable,pdf,2,https://www.svazurich.ch/unsere-produkte/weitere-produkte/krankenversicherung--kvg-/krankenversicherungspflicht0.html
ZH,zh_social_services,https://www.svazurich.ch/content/dam/sva-dokumente/4000_ipv/4100_kvg/4100_vl3_kvg_bestaetigung_des_auslaendischen_versicherers_formular_d.pdf,Bestätigungsformular D,pdf,2,https://www.svazurich.ch/unsere-produkte/weitere-produkte/krankenversicherung--kvg-/krankenversicherungspflicht0.html
ZH,zh_social_services,https://www.svazurich.ch/content/dam/sva-dokumente/4000_ipv/4100_kvg/4100_vl3_kvg_bestaetigung_des_auslaendischen_privatversicherers_formular_h.pdf,Bestätigungsformular H,pdf,2,https://www.svazurich.ch/unsere-produkte/weitere-produkte/krankenversicherung--kvg-/krankenversicherungspflicht0.html
ZH,zh_social_services,https://www.svazurich.ch/content/dam/sva-dokumente/4000_ipv/4100_kvg/4100_vl3_kvg_bestaetigung_des_auslaendischen_versicherers_formular_n.pdf,Bestätigungsformular N,pdf,2,https://www.svazurich.ch/unsere-produkte/weitere-produkte/krankenversicherung--kvg-/krankenversicherungspflicht0.html
ZH,zh_social_services,https://www.svazurich.ch/content/dam/sva-dokumente/4000_ipv/4100_kvg/4100_vl3_kvg_bestaetigung_des_auslaendischen_versicherers_formular_w.pdf,Bestätigungsformular W,pdf,2,https://www.svazurich.ch/unsere-produkte/weitere-produkte/krankenversicherung--kvg-/krankenversicherungspflicht0.html
ZH,zh_social_services,https://www.svazurich.ch/content/dam/sva-dokumente/4000_ipv/4100_kvg/4100_vl3_kvg_bestaetigung_des_auslaendischen_versicherers_formular_v.pdf,Bestätigungsformular V,pdf,2,https://www.svazurich.ch/unsere-produkte/weitere-produkte/krankenversicherung--kvg-/krankenversicherungspflicht0.html
ZH,zh_social_services,https://www.svazurich.ch/content/dam/sva-dokumente/4000_ipv/4100_kvg/4100_vl3_kvg_bestaetigung_des_auslaendischen_versicherers_formular_m.pdf,Bestätigungsformular M,pdf,2,https://www.svazurich.ch/unsere-produkte/weitere-produkte/krankenversicherung--kvg-/krankenversicherungspflicht0.html
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/weitere-produkte/erwerbsersatzordnung--eo-.html,Erwerbsersatzordnung (EO),page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/weitere-produkte/erwerbsersatzordnung--eo-/erwerbsersatzordnung.html,EO für Dienstleistende,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/weitere-produkte/erwerbsersatzordnung--eo-/mutterschaftsentschaedigung.html,Mutterschaftsentschädigung,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/weitere-produkte/erwerbsersatzordnung--eo-/vaterschaftsentschaedigung.html,Vaterschaftsentschädigung,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/weitere-produkte/erwerbsersatzordnung--eo-/betreuungsentschaedigung.html,Betreuungsentschädigung,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/weitere-produkte/erwerbsersatzordnung--eo-/adoptionssentschaedigung.html,Adoptionsentschädigung,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/weitere-produkte/weitere-leistungen.html,Weitere Leistungen,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/weitere-produkte/weitere-leistungen/familienzulagen.html,Familienzulagen: Sinn und Zweck,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/weitere-produkte/weitere-leistungen/familienzulagen-fuer-nichterwerbstaetige-auszahlungstermine.html,Auszahlungstermine Familienzulagen für Nichterwerbstätige,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/weitere-produkte/weitere-leistungen/ergaenzungsleistungen.html,Ergänzungsleistungen: Sinn und Zweck,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/weitere-produkte/weitere-leistungen/ueberbrueckungsleistungen.html,Überbrückungsleistungen,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/unsere-produkte/weitere-produkte/weitere-leistungen/auszahlungstermine-ergaenzungs--und-ueberbrueckungsleistungen.html,Auszahlungstermine für AHV- und IV-Renten,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen.html,Privatpersonen,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/anliegen-betrifft-ahv.html,Rund um die AHV,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/anliegen-betrifft-ahv/kontoauszug-bestellen.html,Hinweise,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/content/dam/sva-dokumente/8000_sp/8100_rd/8100_rd_ak_vollmacht_vertretung.pdf,Vollmacht,pdf,2,https://www.svazurich.ch/ihr-anliegen/privatpersonen/anliegen-betrifft-ahv/kontoauszug-bestellen.html
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/anliegen-betrifft-ahv/beitragsluecken-verhindern.html,Beitragslücken verhindern: Beiträge bezahlen,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/anliegen-betrifft-ahv/rund-um-die-pensionierung.html,Kurz erklärt,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/anliegen-betrifft-ahv/arbeitgebende-mit-sitz-im-ausland.html,Rund um die AHV Arbeitgeber mit Sitz im Ausland,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/anliegen-betrifft-ahv/haushaltshilfe-anstellen.html,Haushaltshilfe anstellen - was tun? Kurz erklärt,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/anliegen-betrifft-ahv/selbstaendig-werden.html,Selbständig werden – was tun? Rechtsform wählen,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/anliegen-betrifft-ahv/auszahlungstermine-fuer-ahv--und-iv-renten.html,Auszahlungstermine für AHV- und IV-Renten,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/anliegen-betrifft-iv.html,Rund um die IV,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/anliegen-betrifft-iv/fragen-von-eltern-zur-iv.html,Fragen von Eltern zur IV,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/anliegen-betrifft-iv/fragen-von-berufstaetigen-zur-iv.html,Fragen von Berufstätigen zur IV,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/anliegen-betrifft-iv/aenderung-bei-der-berechnung-des-iv-grades-seit-dem--1--januar--.html,Änderung bei der Berechnung des IV-Grades seit dem  1. Januar  2024,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/anliegen-betrifft-iv/auszahlungstermine-ahv--und-iv-renten.html,Auszahlungstermine für AHV- und IV-Renten,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/praemienverbilligung.html,Prämienverbilligung,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/praemienverbilligung/praemienverbilligung_2026.html,Aktuell,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/praemienverbilligung/praemienverbilligung_2025.html,Aktuell,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/praemienverbilligung/praemienverbilligung_2024.html,Aktuell,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/praemienverbilligung/praemienverbilligung_2023.html,Aktuell,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/praemienverbilligung/praemienverbilligung_2022.html,Aktuell,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/praemienverbilligung/praemienverbilligung_2021.html,Aktuell,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/weitere-kundenanliegen.html,Weitere Kundenanliegen,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/weitere-kundenanliegen/familienzulagen-beantragen.html,Familienzulagen beantragen,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/content/dam/sva-dokumente/3000_fak/3100_kaz/3100_vb3_merkblatt_nichterwerbstaetige.pdf,Merkblatt: Familienzulagen für Nichterwerbstätige,pdf,2,https://www.svazurich.ch/ihr-anliegen/privatpersonen/weitere-kundenanliegen/familienzulagen-beantragen.html
ZH,zh_social_services,https://www.svazurich.ch/content/dam/sva-dokumente/3000_fak/3100_kaz/3100_vb3_anmeldung_nichterwerbstaetige_025.201.pdf,Formular: Anmeldung für Familienzulagen für Nichterwerbstätige,pdf,2,https://www.svazurich.ch/ihr-anliegen/privatpersonen/weitere-kundenanliegen/familienzulagen-beantragen.html
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/weitere-kundenanliegen/ergaenzungsleistungen.html,Ergänzungsleistungen beantragen,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/weitere-kundenanliegen/militaer--und-zivildienst-melden.html,Militär- und Zivildienst melden,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/weitere-kundenanliegen/mutterschaftsentschaedigung-beantragen.html,Mutterschaftsentschädigung beantragen,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/weitere-kundenanliegen/vaterschaftsentschaedigung-beantragen.html,Vaterschaftsentschädigung beantragen,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/weitere-kundenanliegen/betreuungsentschaedigung-beantragen.html,Betreuungsentschädigung beantragen,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/weitere-kundenanliegen/ueberbrueckungsleistungen-beantragen.html,Überbrückungsleistungen beantragen,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/privatpersonen/weitere-kundenanliegen/auszahlungstermine-ergaenzungs--und-ueberbrueckungsleistungen.html,Auszahlungstermine für AHV- und IV-Renten,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/arbeitgebende.html,Arbeitgeberinnen und Arbeitgeber,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/arbeitgebende/rund-um-die-iv.html,Rund um die IV,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/arbeitgebende/rund-um-die-iv/mitarbeitende-mit-gesundheitlichen-problemen-.html,Früherkennung,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/arbeitgebende/rund-um-die-iv/wiedereinstieg-nach-krankheit.html,Best Practice,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/content/dam/sva-dokumente/1000_iv/1200_argb/1200_ivl9_leitfaden_5a.pdf,IV-Leitfaden,pdf,2,https://www.svazurich.ch/ihr-anliegen/arbeitgebende/rund-um-die-iv/wiedereinstieg-nach-krankheit.html
ZH,zh_social_services,https://www.svazurich.ch/ihr-anliegen/arbeitgebende/rund-um-die-iv/iv-personalvermittlung-mit-kostenloser-probezeit.html,IV-Personalvermittlung mit kostenloser Probezeit,page,1,https://www.svazurich.ch/
ZH,zh_social_services,https://www.svazurich.ch/content/dam/sva-dokumente/1000_iv/1200_argb/1200_ivl9_flyer_personalvermittlung.pdf,IV-Personalvermittlung,pdf,2,https://www.svazurich.ch/ihr-anliegen/arbeitgebende/rund-um-die-iv/iv-personalvermittlung-mit-kostenloser-probezeit.html
BE,be_iv_canton,https://www.ivbe.ch/,Willkommen | IV-Stelle Kanton Bern,page,0,
BE,be_iv_canton,https://www.ivbe.ch/de.html,Willkommen | IV-Stelle Kanton Bern,page,1,https://www.ivbe.ch/
BE,be_iv_canton,https://www.ivbe.ch/de/situation/privatperson/angestellt.html,Privatperson – angestellt,page,1,https://www.ivbe.ch/
BE,be_iv_canton,https://www.ivbe.ch/de/situation/privatperson/nichterwerbstaetig.html,Privatperson – nicht erwerbstätig,page,1,https://www.ivbe.ch/
BE,be_iv_canton,https://www.ivbe.ch/de/situation/privatperson/selbstaendig.html,Privatperson – selbständig erwerbend,page,1,https://www.ivbe.ch/
